Date,Issue code,Issue name,Quantity Net short position,Quantity No.of listed shares,Amount Net short position,Amount Market cap,Proportion
2023-08-08,268600,Cellivery,"1,511,416","36,667,845","10,096,258,880","244,941,204,600",4.12
2023-08-08,091990,Celltrion Healthcare,"1,681,198","164,459,910","112,304,026,400","10,985,921,988,000",1.02
2023-08-08,068760,Celltrionph,"1,125,513","39,609,168","95,893,707,600","3,374,701,113,600",2.84
2023-08-08,004650,Changhae Ethanol,"9,985","9,190,885","102,146,550","94,022,753,550",0.11
2023-08-08,220260,Chemtros,0,"26,558,307",0,"193,875,641,100",0.00
2023-08-08,066360,Cherrybro,0,"47,136,072",0,"80,225,594,544",0.00
2023-08-08,033100,CheryongElec,"87,212","16,062,409","2,058,203,200","379,072,852,400",0.54
2023-08-08,147830,CheryongInd,0,"20,000,000",0,"91,100,000,000",0.00
2023-08-08,034940,ChoA Pharm.,"69,950","30,979,827","128,568,100","56,940,922,026",0.23
2023-08-08,131100,Chorokbaem E&M,0,"28,048,252",0,"57,498,916,600",0.00
2023-08-08,278280,Chunbo,"284,207","10,000,000","46,155,216,800","1,624,000,000,000",2.84
2023-08-08,045520,Clean & Science,"21,542","6,500,000","156,179,500","47,125,000,000",0.33
2023-08-08,352770,Clinomics,0,"13,620,141",0,"58,702,807,710",0.00
2023-08-08,036170,Cloud Air,"138,282","61,365,626","138,835,128","61,611,088,504",0.23
2023-08-08,045970,CoAsia,0,"26,314,876",0,"233,939,247,640",0.00
2023-08-08,196450,CoAsia CM,0,"45,319,582",0,"76,952,650,236",0.00
2023-08-08,047770,Codes Combine,0,"37,842,602",0,"73,982,286,910",0.00
2023-08-08,900310,Coloray,0,"64,041,675",0,"75,761,301,525",0.00
2023-08-08,063080,Com2uS Holdings,"8,526","6,595,192","274,537,200","212,365,182,400",0.13
2023-08-08,223310,Commerce miner,0,"15,730,371",0,"30,233,773,062",0.00
2023-08-08,119860,Connectwave,"427,249","46,747,183","4,733,918,920","517,958,787,640",0.91
2023-08-08,104540,Corentec,0,"12,757,370",0,"155,895,061,400",0.00
2023-08-08,082660,Cosnine,0,"83,925,453",0,"137,302,041,108",0.00
2023-08-08,110790,CreaS F&C,"63,540","11,715,480","1,143,084,600","210,761,485,200",0.54
2023-08-08,096240,Creverse,0,"11,543,764",0,"192,088,232,960",0.00
2023-08-08,041460,Crosscert,"39,312","19,000,000","169,434,720","81,890,000,000",0.21
2023-08-08,114120,CrucialTec,0,"2,296,131",0,"24,913,021,350",0.00
2023-08-08,900250,Crystal New Material,"45,726","95,891,039","120,030,750","251,713,977,375",0.05
2023-08-08,356890,CyberOne,0,"4,756,530",0,"45,710,253,300",0.00
2023-08-08,217330,Cytogen,"12,799","18,403,324","218,222,950","313,776,674,200",0.07
2023-08-08,263720,D&C MEDIA,"8,317","12,275,111","151,119,890","223,038,766,870",0.07
2023-08-08,290670,DAE BO MAGNETIC,0,"7,857,660",0,"356,344,881,000",0.00
2023-08-08,045390,DAEATI,"41,010","70,473,377","125,490,600","215,648,533,620",0.06
2023-08-08,078600,DAEJOO,"605,794","15,480,593","53,915,666,000","1,377,772,777,000",3.91
2023-08-08,120240,DAEJUNG C&M,0,"7,190,391",0,"134,891,735,160",0.00
2023-08-08,317850,DAEMO,0,"8,324,420",0,"92,317,817,800",0.00
2023-08-08,007720,DAEMYUNG SONOSEASON,0,"100,800,450",0,"65,822,693,850",0.00
2023-08-08,048470,DAESCO,0,"10,000,000",0,"38,550,000,000",0.00
2023-08-08,007680,DAEWON,0,"13,446,474",0,"85,385,109,900",0.00
2023-08-08,048910,DAEWON MEDIA,"19,008","12,578,946","251,856,000","166,671,034,500",0.15
2023-08-08,131220,DAIHAN Scientific,0,"7,454,490",0,"48,752,364,600",0.00
2023-08-08,064260,DANAL,"2,273,106","68,949,040","8,342,299,020","253,042,976,800",3.30
2023-08-08,032190,DAOU DATA,"63,556","38,300,000","899,952,960","542,328,000,000",0.17
2023-08-08,066900,DAP,0,"22,744,503",0,"80,856,708,165",0.00
2023-08-08,039560,DASANNetwork,"61,944","39,505,981","282,464,640","180,147,273,360",0.16
2023-08-08,196490,DAT,0,"32,598,736",0,"151,421,128,720",0.00
2023-08-08,263800,DATASOLUTION,0,"16,211,380",0,"86,730,883,000",0.00
2023-08-08,068240,DAWONSYS,"1,264,153","34,263,437","17,331,537,630","469,751,721,270",3.69
2023-08-08,108380,DAYANG,"13,841","9,567,333","183,808,480","127,054,182,240",0.14
2023-08-08,404950,DB Finance No.10 SPAC,0,"5,840,000",0,"12,380,800,000",0.00
2023-08-08,456440,DB Finance No.11 SPAC,0,"5,315,000",0,"11,081,775,000",0.00
2023-08-08,367360,DB Finance No.9 SPAC,0,"4,840,000",0,"10,285,000,000",0.00
2023-08-08,099410,DBSM,0,"13,541,002",0,"38,050,215,620",0.00
2023-08-08,033130,DChosun,0,"37,115,267",0,"74,416,110,335",0.00
2023-08-08,079810,DE&T,"11,552","16,009,994","359,844,800","498,711,313,100",0.07
2023-08-08,376300,DEARU,"450,710","23,738,406","15,864,992,000","835,591,891,200",1.90
2023-08-08,315640,DEEPNOID,0,"9,317,134",0,"197,523,240,800",0.00
2023-08-08,261200,DENTIS,0,"14,824,320",0,"181,894,406,400",0.00
2023-08-08,263600,DERKWOO ELECTRONICS,0,"15,930,310",0,"147,992,579,900",0.00
2023-08-08,067990,DEUTSCH MOTORS INC.,0,"32,181,550",0,"158,655,041,500",0.00
2023-08-08,043360,DGI,0,"9,000,000",0,"26,460,000,000",0.00
2023-08-08,060900,DGP,0,"24,062,057",0,"96,127,917,715",0.00
2023-08-08,067080,DH PHARM,"17,247","18,616,650","136,251,300","147,071,535,000",0.09
2023-08-08,025440,DHAUTOWARE,0,"28,500,000",0,"74,100,000,000",0.00
2023-08-08,054670,DHNP,"39,064","14,354,920","337,903,600","124,170,058,000",0.27
2023-08-08,078590,DIAC,"637,773","133,006,958","1,517,899,740","316,556,560,040",0.48
2023-08-08,020180,DIC,0,"38,428,915",0,"42,348,664,330",0.00
2023-08-08,131180,DILLI,0,"29,350,000",0,"36,540,750,000",0.00
2023-08-08,039840,DIO,"15,962","15,881,755","474,071,400","471,688,123,500",0.10
2023-08-08,110990,DIT,"10,771","18,900,000","122,250,850","214,515,000,000",0.06
2023-08-08,263020,DK&D,0,"15,526,404",0,"50,072,652,900",0.00
2023-08-08,105740,DK-Lok,"11,207","9,833,105","131,009,830","114,948,997,450",0.11
2023-08-08,290550,DKT,0,"18,668,371",0,"180,336,463,860",0.00
2023-08-08,389260,DMENG,0,"17,050,000",0,"430,512,500,000",0.00
2023-08-08,016670,DMOA,0,"101,858,024",0,"37,993,042,952",0.00
2023-08-08,068790,DMS,0,"24,573,061",0,"130,974,415,130",0.00
2023-08-08,127120,DNALINK,0,"17,093,692",0,"58,802,300,480",0.00
2023-08-08,092070,DNF,"9,656","11,571,858","253,470,000","303,761,272,500",0.08
2023-08-08,088130,DONG A ELTEK,0,"10,662,938",0,"75,600,230,420",0.00
2023-08-08,041930,DONGAHWASUNG,"17,777","15,800,000","142,216,000","126,400,000,000",0.11
2023-08-08,109860,DONGIL METAL,0,"9,100,000",0,"107,562,000,000",0.00
2023-08-08,005290,DONGJIN,"1,641,988","51,414,494","59,850,462,600","1,874,058,306,300",3.19
2023-08-08,005160,DONGKUK,0,"54,244,482",0,"318,957,554,160",0.00
2023-08-08,075970,DONGKUK R&S,"26,309","18,400,000","106,025,270","74,152,000,000",0.14
2023-08-08,033500,DONGSUNG FINETEC,"42,634","29,989,494","629,277,840","442,644,931,440",0.14
2023-08-08,025900,DONGWHA ENTERPRISE,"125,710","20,215,395","4,688,983,000","754,034,233,500",0.62
2023-08-08,088910,DONGWOO FARM TO TABLE,0,"25,831,764",0,"69,616,603,980",0.00
2023-08-08,094170,DONGWOON ANATECH,"27,910","18,162,522","757,756,500","493,112,472,300",0.15
2023-08-08,079960,DONGYANG E&P,0,"7,860,000",0,"158,379,000,000",0.00
2023-08-08,131970,DOOSAN TESNA,"517,188","14,759,577","23,118,303,600","659,753,091,900",3.50
2023-08-08,263690,DRGEM,0,"11,325,610",0,"122,543,100,200",0.00
2023-08-08,214680,DRTECH,"114,164","72,325,687","336,783,800","213,360,776,650",0.16
2023-08-08,241520,DSC Investment,"46,015","27,811,403","149,088,600","90,108,945,720",0.17
2023-08-08,065150,DSEN,0,"125,282,405",0,"38,837,545,550",0.00
2023-08-08,077360,DSHM,0,"45,437,002",0,"350,319,285,420",0.00
2023-08-08,109740,DSK,0,"27,024,910",0,"135,124,550,000",0.00
2023-08-08,036480,DSMBIO,0,"3,800,000",0,"38,304,000,000",0.00
2023-08-08,141020,DSNL,0,"11,700,533",0,"43,701,490,755",0.00
2023-08-08,096350,DSOL,0,"163,761,009",0,"101,040,542,553",0.00
2023-08-08,383930,DT&CRO,0,"12,694,512",0,"70,454,541,600",0.00
2023-08-08,066670,DTC,0,"18,691,918",0,"114,955,295,700",0.00
2023-08-08,213420,DUK SAN NEOLUX,"474,028","24,831,179","19,387,745,200","1,015,595,221,100",1.91
2023-08-08,073190,DUOBACK,0,"11,968,040",0,"27,765,852,800",0.00
2023-08-08,180400,DXVX,0,"30,219,432",0,"207,305,303,520",0.00
2023-08-08,060380,DY S·TEC,0,"19,700,000",0,"48,363,500,000",0.00
2023-08-08,310870,DYC,0,"20,687,271",0,"38,995,505,835",0.00
2023-08-08,219550,DYD,0,"52,286,445",0,"63,998,608,680",0.00
2023-08-08,104460,DYPNF,0,"10,713,625",0,"241,592,243,750",0.00
2023-08-08,290380,Dae Yu,0,"24,713,612",0,"56,841,307,600",0.00
2023-08-08,140520,DaeChang Steel,0,"21,109,243",0,"60,161,342,550",0.00
2023-08-08,078140,Daebongls,"31,814","11,086,579","389,085,220","135,588,861,170",0.29
2023-08-08,008830,DaedongGear,0,"8,987,520",0,"49,161,734,400",0.00
2023-08-08,020400,DaedongMetal,0,"3,189,166",0,"27,139,802,660",0.00
2023-08-08,003310,Daejoo,"95,531","35,392,350","186,572,043","69,121,259,550",0.27
2023-08-08,017650,DaelimPaper,0,"9,000,000",0,"79,380,000,000",0.00
2023-08-08,004780,Daeryuk,0,"15,903,199",0,"66,316,339,830",0.00
2023-08-08,104040,Daesung Fine Tec,"114,464","31,301,281","161,279,776","44,103,504,929",0.37
2023-08-08,129920,Daesung Hi-Tech,0,"13,715,053",0,"111,777,681,950",0.00
2023-08-08,027830,Daesung PE,"92,629","54,000,000","148,206,400","86,400,000,000",0.17
2023-08-08,005710,Daewonsanup,0,"20,037,600",0,"119,424,096,000",0.00
2023-08-08,006580,DaeyangPaper,0,"26,850,000",0,"87,531,000,000",0.00
2023-08-08,023910,DaihanPharm,"3,756","6,000,000","101,036,400","161,400,000,000",0.06
2023-08-08,438220,DaishinBalanceNo.13 SPAC,0,"5,640,000",0,"12,577,200,000",0.00
2023-08-08,442310,DaishinBalanceNo.14 SPAC,0,"6,710,000",0,"16,607,250,000",0.00
2023-08-08,154040,Dasan Solueta,0,"17,950,094",0,"36,618,191,760",0.00
2023-08-08,340360,Davolink,0,"42,765,160",0,"38,360,348,520",0.00
2023-08-08,290120,Dayou AP,0,"12,782,865",0,"58,609,436,025",0.00
2023-08-08,187870,Device ENG,0,"7,036,609",0,"98,653,258,180",0.00
2023-08-08,194480,Devsisters,"18,868","11,905,160","665,097,000","419,656,890,000",0.16
2023-08-08,206560,Dexter studios,"25,409","25,411,736","217,501,040","217,524,460,160",0.10
2023-08-08,113810,Dgenx,0,"32,628,051",0,"34,292,081,601",0.00
2023-08-08,217620,Didim E&F,0,"53,186,005",0,"58,398,233,490",0.00
2023-08-08,197140,DigiCAP,0,"9,580,854",0,"49,724,632,260",0.00
2023-08-08,068930,Digital DS,0,"28,150,741",0,"163,274,297,800",0.00
2023-08-08,006620,DongKoo Bio & Pharma,"36,202","28,464,992","195,490,800","153,710,956,800",0.13
2023-08-08,086450,DongKook Pharm,"422,513","44,460,000","5,919,407,130","622,884,600,000",0.95
2023-08-08,023790,DongilSteel,0,"15,984,446",0,"30,338,478,508",0.00
2023-08-08,032960,DongilTech,0,"3,806,489",0,"46,895,944,480",0.00
2023-08-08,100130,Dongkuk S&C,"52,385","57,143,000","178,632,850","194,857,630,000",0.09
2023-08-08,025950,DongshinE&C,0,"8,400,000",0,"83,580,000,000",0.00
2023-08-08,013120,Dongwon,0,"90,808,100",0,"308,293,499,500",0.00
2023-08-08,030350,Dragonfly,0,"69,388,973",0,"34,208,763,689",0.00
2023-08-08,203650,Dream Security,0,"50,605,754",0,"156,624,808,630",0.00
2023-08-08,223250,DreamCIS,0,"5,927,320",0,"82,389,748,000",0.00
2023-08-08,060570,Dreamus,"105,515","56,859,847","337,648,000","181,951,510,400",0.19
2023-08-08,187220,Dt&C,0,"11,698,021",0,"51,178,841,875",0.00
2023-08-08,090410,Duckshin Housing,"94,063","46,084,095","205,057,340","100,463,327,100",0.20
2023-08-08,317330,Duksan Techopia,0,"18,377,428",0,"279,336,905,600",0.00
2023-08-08,066980,E& Corporation,"99,065","50,035,429","309,082,800","156,110,538,480",0.20
2023-08-08,096040,E-TRON,"1,362,345","906,131,295","369,195,495","245,561,580,945",0.15
2023-08-08,024810,E.T.I,0,"201,999,488",0,"181,597,539,712",0.00
2023-08-08,039020,EAGON HOLDINGS,0,"22,584,709",0,"66,060,273,825",0.00
2023-08-08,353810,EASYBIO,"64,744","34,191,720","229,517,480","121,209,647,400",0.19
2023-08-08,230360,ECHO,"76,392","32,368,029","798,296,400","338,245,903,050",0.24
2023-08-08,128540,ECOCAB,0,"26,690,460",0,"101,156,843,400",0.00
2023-08-08,038110,ECOPLASTIC,"29,411","34,169,370","163,231,050","189,640,003,500",0.09
2023-08-08,086520,ECOPRO,"784,325","26,627,668","844,718,025,000","28,677,998,436,000",2.95
2023-08-08,383310,ECOPRO HN,"504,042","15,304,932","62,501,208,000","1,897,811,568,000",3.29
2023-08-08,247540,ECOPROBM,"2,120,685","97,801,344","718,912,215,000","33,154,655,616,000",2.17
2023-08-08,067010,ECS,0,"12,294,000",0,"40,447,260,000",0.00
2023-08-08,245620,EDGC,0,"86,664,786",0,"140,570,282,892",0.00
2023-08-08,037370,EG,"16,717","8,624,972","272,319,930","140,500,793,880",0.19
2023-08-08,377330,EGT,0,"8,099,454",0,"79,131,665,580",0.00
2023-08-08,037950,ELCOMTEC,0,"84,447,519",0,"121,266,637,284",0.00
2023-08-08,063760,ELP,0,"9,325,130",0,"33,337,339,750",0.00
2023-08-08,065440,ELUON,0,"27,275,020",0,"54,113,639,680",0.00
2023-08-08,091120,EM-Tech,"321,099","17,132,936","12,860,014,950","686,174,086,800",1.87
2023-08-08,095190,EMKOREA,0,"42,581,037",0,"111,775,222,125",0.00
2023-08-08,123570,EMNET,0,"22,276,078",0,"75,738,665,200",0.00
2023-08-08,058970,EMRO,0,"11,212,120",0,"797,181,732,000",0.00
2023-08-08,083470,EMnI,0,"21,340,329",0,"62,633,865,615",0.00
2023-08-08,352940,ENBIO,0,"10,867,730",0,"54,229,972,700",0.00
2023-08-08,019990,ENERTORK,"16,668","9,756,088","113,509,080","66,438,959,280",0.17
2023-08-08,102710,ENF,"95,199","14,287,836","2,084,858,100","312,903,608,400",0.67
2023-08-08,419080,ENJET,0,"10,517,817",0,"216,141,139,350",0.00
2023-08-08,317870,ENVIONEER,0,"8,344,293",0,"130,004,084,940",0.00
2023-08-08,183490,ENZYCHEM LSC,0,"85,065,562",0,"128,448,998,620",0.00
2023-08-08,039030,EO Technics,"600,131","12,319,550","91,640,003,700","1,881,195,285,000",4.87
2023-08-08,294090,EOFlow,"179,220","30,416,687","5,009,199,000","850,146,401,650",0.59
2023-08-08,160600,EQUIPMENTS CELL,0,"34,482,552",0,"106,895,911,200",0.00
2023-08-08,050120,ES CUBE,"60,360","13,564,086","205,525,800","46,185,712,830",0.44
2023-08-08,041910,ESTECHPHARMA,"16,960","11,898,263","110,240,000","77,338,709,500",0.14
2023-08-08,069510,ESTec,0,"10,910,000",0,"87,607,300,000",0.00
2023-08-08,047560,ESTsoft,"14,706","11,384,032","254,560,860","197,057,593,920",0.13
2023-08-08,023410,EUGENE,"504,587","77,310,863","1,728,210,475","264,789,705,775",0.65
2023-08-08,131400,EV.A.M.,0,"59,194,179",0,"288,867,593,520",0.00
2023-08-08,088290,EWON COMFORT,0,"24,284,739",0,"95,439,024,270",0.00
2023-08-08,054940,EXA E&C,0,"33,173,548",0,"35,263,481,524",0.00
2023-08-08,092870,EXICON,0,"10,848,797",0,"155,137,797,100",0.00
2023-08-08,031310,EYESVISION,0,"17,481,926",0,"50,435,356,510",0.00
2023-08-08,044960,Eagle Vet. Tech,0,"12,641,883",0,"64,600,022,130",0.00
2023-08-08,263540,Earth & Aerospace,0,"10,494,091",0,"62,439,841,450",0.00
2023-08-08,900110,East Asia Holdings,0,"291,932,050",0,"39,118,894,700",0.00
2023-08-08,035810,EasyHoldings,"125,189","65,145,845","354,284,870","184,362,741,350",0.19
2023-08-08,101360,Eco&Dream,0,"11,415,283",0,"365,289,056,000",0.00
2023-08-08,038870,EcoBio Holdings,0,"12,886,551",0,"63,337,398,165",0.00
2023-08-08,001840,Eehwa,"154,263","19,805,760","679,528,515","87,244,372,800",0.78
2023-08-08,264850,Elensys,0,"29,750,412",0,"71,252,236,740",0.00
2023-08-08,054210,Elentec,"25,601","25,291,210","347,149,560","342,948,807,600",0.10
2023-08-08,169330,Embrain,0,"18,251,918",0,"54,847,013,590",0.00
2023-08-08,208860,EnGIS Technologies,0,"11,443,863",0,"25,233,717,915",0.00
2023-08-08,348370,Enchem,"894,355","16,238,769","56,523,236,000","1,026,290,200,800",5.51
2023-08-08,950140,Englewood Lab,0,"19,867,866",0,"215,963,703,420",0.00
2023-08-08,058450,Enterpartners,0,"52,152,746",0,"38,488,726,548",0.00
2023-08-08,043340,Essen Tech,0,"72,000,000",0,"57,024,000,000",0.00
2023-08-08,206650,EuBio,"465,656","36,444,807","3,315,470,720","259,487,025,840",1.28
2023-08-08,373340,Eugene SPAC 6,0,"3,020,000",0,"7,610,400,000",0.00
2023-08-08,442130,Eugene SPAC IX,0,"3,460,000",0,"7,508,200,000",0.00
2023-08-08,388800,Eugene SPAC VII,0,"5,010,000",0,"11,723,400,000",0.00
2023-08-08,413630,Eugene SPAC VIII,0,"5,920,000",0,"12,550,400,000",0.00
2023-08-08,084370,Eugenetech,"224,293","22,916,042","7,244,663,900","740,188,156,600",0.98
2023-08-08,263050,Eutilex,0,"36,762,855",0,"128,486,178,225",0.00
2023-08-08,270660,Everybot,0,"12,191,342",0,"172,751,316,140",0.00
2023-08-08,043090,Exergy21,0,"58,398,013",0,"38,017,106,463",0.00
2023-08-08,185490,Eyegene,"30,029","21,478,340","106,152,515","75,925,931,900",0.14
2023-08-08,440110,FADU,0,"48,052,977",0,"1,391,133,684,150",0.00
2023-08-08,150900,FASOO,0,"11,654,922",0,"85,663,676,700",0.00
2023-08-08,368770,FIBERPRO,0,"32,854,225",0,"145,379,945,625",0.00
2023-08-08,049120,FINE DNC,0,"34,970,177",0,"45,251,409,038",0.00
2023-08-08,036810,FINE SEMITECH,"231,132","21,756,789","5,662,734,000","533,041,330,500",1.06
2023-08-08,038950,FINEDIGITAL,0,"10,210,765",0,"48,858,510,525",0.00
2023-08-08,106240,FINETECHNIX,0,"15,923,057",0,"33,438,419,700",0.00
2023-08-08,131760,FINETEK,0,"42,666,974",0,"46,677,669,556",0.00
2023-08-08,163730,FINGER,0,"9,341,271",0,"92,571,995,610",0.00
2023-08-08,300080,FLITTO,0,"5,231,946",0,"187,303,666,800",0.00
2023-08-08,173940,FNC Ent.,0,"15,380,759",0,"108,741,966,130",0.00
2023-08-08,083500,FNS TECH,0,"8,490,722",0,"76,841,034,100",0.00
2023-08-08,331380,FOCUS HNS,0,"19,048,582",0,"47,811,940,820",0.00
2023-08-08,290720,FOODNAMOO,0,"13,403,058",0,"108,698,800,380",0.00
2023-08-08,005670,FOODWELL,0,"10,000,000",0,"49,150,000,000",0.00
2023-08-08,189690,FORCS,0,"27,321,969",0,"64,343,236,995",0.00
2023-08-08,119500,FORMETAL,0,"11,847,232",0,"38,918,157,120",0.00
2023-08-08,073540,FRTEK,0,"11,400,000",0,"29,013,000,000",0.00
2023-08-08,214270,FSN,0,"33,250,463",0,"93,433,801,030",0.00
2023-08-08,032800,Fantagio,0,"117,785,294",0,"38,751,361,726",0.00
2023-08-08,027710,FarmStory,0,"111,416,600",0,"213,585,622,200",0.00
2023-08-08,225590,Fashion Platform,0,"26,636,713",0,"36,838,574,079",0.00
2023-08-08,032580,Fidelix,0,"33,132,064",0,"46,219,229,280",0.00
2023-08-08,441270,Fine M-Tec,"13,633","36,420,907","112,063,260","299,379,855,540",0.04
2023-08-08,127980,Finecircuit,0,"11,366,232",0,"125,369,538,960",0.00
2023-08-08,417180,Finger Story,0,"13,342,378",0,"52,302,121,760",0.00
2023-08-08,041590,Flask,0,"131,040,183",0,"144,013,161,117",0.00
2023-08-08,064850,FnGuide,0,"12,080,000",0,"94,224,000,000",0.00
2023-08-08,053160,Freems,0,"6,000,000",0,"64,740,000,000",0.00
2023-08-08,377220,From Bio,0,"14,155,000",0,"95,829,350,000",0.00
2023-08-08,370090,Furonteer,0,"8,181,830",0,"235,636,704,000",0.00
2023-08-08,220100,Futurechem,0,"22,102,155",0,"274,066,722,000",0.00
2023-08-08,382480,G.I.Tech,0,"39,357,140",0,"162,151,416,800",0.00
2023-08-08,053270,G.Y.TECH,0,"26,758,328",0,"76,528,818,080",0.00
2023-08-08,388050,G2Power,0,"18,217,551",0,"184,908,142,650",0.00
2023-08-08,079940,GABIA,"15,279","13,535,684","200,918,850","177,994,244,600",0.11
2023-08-08,051160,GAEASOFT,0,"15,474,430",0,"117,450,923,700",0.00
2023-08-08,036620,GAMSUNG Corp.,"37,558","90,393,576","155,677,910","374,681,372,520",0.04
2023-08-08,399720,GAONCHIPS,0,"11,488,320",0,"450,342,144,000",0.00
2023-08-08,144510,GC CELL,"357,035","15,800,344","13,299,553,750","588,562,814,000",2.26
2023-08-08,142280,GCMS,0,"21,117,283",0,"94,605,427,840",0.00
2023-08-08,234690,GCWB,0,"17,752,276",0,"118,585,203,680",0.00
2023-08-08,109820,GENEMATRIX,0,"20,393,640",0,"72,295,453,800",0.00
2023-08-08,263860,GENIANS,0,"9,444,600",0,"113,807,430,000",0.00
2023-08-08,389030,GENINUS,0,"32,974,845",0,"162,236,237,400",0.00
2023-08-08,225220,GENOLUTION,0,"19,190,021",0,"82,325,190,090",0.00
2023-08-08,122310,GENORAY,0,"14,553,844",0,"97,947,370,120",0.00
2023-08-08,036190,GEUMHWA PSC,0,"6,000,000",0,"177,300,000,000",0.00
2023-08-08,407400,GGUMBI,0,"12,175,591",0,"107,753,980,350",0.00
2023-08-08,130500,GH Advanced Materials,0,"14,545,052",0,"45,889,639,060",0.00
2023-08-08,358570,GI Innovation,0,"22,048,600",0,"485,069,200,000",0.00
2023-08-08,289220,GIANTSTEP,0,"22,121,745",0,"287,361,467,550",0.00
2023-08-08,049080,GIGALANE,0,"84,883,347",0,"119,345,985,882",0.00
2023-08-08,019660,GLOBON,0,"34,790,746",0,"52,673,189,444",0.00
2023-08-08,204840,GLPT,0,"62,354,061",0,"47,389,086,360",0.00
2023-08-08,119850,GNCENERGY,0,"16,448,909",0,"65,960,125,090",0.00
2023-08-08,065060,GNCO,"389,439","98,008,044","164,732,697","41,457,402,612",0.40
2023-08-08,311320,GO Element,0,"12,614,560",0,"148,094,934,400",0.00
2023-08-08,215000,GOLFZON,"139,326","6,275,415","13,277,767,800","598,047,049,500",2.22
2023-08-08,121440,GOLFZON NEWDIN HOLDINGS,0,"42,836,818",0,"186,554,342,390",0.00
2023-08-08,033340,GOODPEOPLE,0,"96,950,558",0,"204,565,677,380",0.00
2023-08-08,114450,GREEN LIFESCIENCE,0,"15,000,000",0,"46,800,000,000",0.00
2023-08-08,204020,GRITEE,0,"20,147,430",0,"69,105,684,900",0.00
2023-08-08,900290,GRT,0,"67,375,000",0,"224,695,625,000",0.00
2023-08-08,053050,GSE,0,"29,987,597",0,"92,961,550,700",0.00
2023-08-08,900070,GSMT,0,"53,743,968",0,"36,922,106,016",0.00
2023-08-08,083450,GST,"16,877","9,317,745","453,991,300","250,647,340,500",0.18
2023-08-08,219750,GTG Wellness,0,"9,555,815",0,"27,234,072,750",0.00
2023-08-08,036180,GWV,0,"55,703,647",0,"46,679,656,186",0.00
2023-08-08,094480,GalaxiaMoneytree,"31,277","39,229,838","151,849,835","190,460,863,490",0.08
2023-08-08,082270,GemVax,"1,043,884","39,994,174","12,923,283,920","495,127,874,120",2.61
2023-08-08,064800,Gemvaxlink,"103,349","83,747,117","114,820,739","93,043,046,987",0.12
2023-08-08,072520,GenNBio,0,"57,163,194",0,"31,325,430,312",0.00
2023-08-08,229000,Gencurix,0,"13,256,147",0,"55,609,536,665",0.00
2023-08-08,086060,GeneBioTech,0,"8,610,587",0,"34,958,983,220",0.00
